
Using:

java: 8.0.232-open
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 394,821 ns/op
# Warmup Iteration   2: 365,711 ns/op
# Warmup Iteration   3: 370,511 ns/op
Iteration  88: 1350,150 ns/op
Iteration  89: 1348,924 ns/op
Iteration  90: 1367,303 ns/op
Iteration  91: 1359,636 ns/op
Iteration  92: 1343,067 ns/op
Iteration  93: 1368,240 ns/op
Iteration  94: 1360,232 ns/op
Iteration  95: 1360,268 ns/op
Iteration  96: 1353,144 ns/op
Iteration  97: 1358,065 ns/op
Iteration  98: 1356,847 ns/op
Iteration  99: 1375,853 ns/op
Iteration 100: 1353,370 ns/op


Result "dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark":
  1362,897 ±(99.9%) 3,429 ns/op [Average]
  (min, avg, max) = (1343,067, 1362,897, 1403,908), stdev = 10,112
  CI (99.9%): [1359,468, 1366,326] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                     (className)            (fileName)  Mode  Cnt     Score   Error  Units
LambdaBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-10.json  avgt  100  1362,897 ± 3,429  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-20.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 3235,778 ns/op
# Warmup Iteration   2: 3037,539 ns/op
# Warmup Iteration   3: 3051,982 ns/op
Iteration   1: 3030,496 ns/op
Iteration   2: 3139,889 ns/op
Iteration   3: 3068,755 ns/op
Iteration   4: 3032,853 ns/op
Iteration   5: 3034,435 ns/op
Iteration   6: 3031,157 ns/op
Iteration   7: 3098,447 ns/op
Iteration   8: 3080,004 ns/op
Iteration   9: 3035,324 ns/op
Iteration  10: 3081,158 ns/op
Iteration  11: 3054,232 ns/op
Iteration  12: 3030,336 ns/op
Iteration  13: 3068,900 ns/op
Iteration  14: 3024,271 ns/op
Iteration  15: 3021,966 ns/op
Iteration  16: 3023,236 ns/op
Iteration  17: 3022,897 ns/op
Iteration  18: 3044,984 ns/op
Iteration  19: 3078,818 ns/op
Iteration  20: 3091,797 ns/op
Iteration  21: 3030,732 ns/op
Iteration  22: 3032,146 ns/op
Iteration  23: 3026,316 ns/op
Iteration  24: 3027,583 ns/op
Iteration  25: 3069,326 ns/op
Iteration  26: 3025,555 ns/op
Iteration  27: 3026,313 ns/op
Iteration  28: 3039,020 ns/op
Iteration  29: 3028,632 ns/op
Iteration  30: 3029,717 ns/op
Iteration  31: 3038,974 ns/op
Iteration  32: 3044,982 ns/op
Iteration  33: 3090,298 ns/op
Iteration  34: 3024,879 ns/op
Iteration  35: 3061,117 ns/op
Iteration  36: 3024,047 ns/op
Iteration  37: 3068,707 ns/op
Iteration  38: 3044,770 ns/op
Iteration  39: 3022,365 ns/op
Iteration  40: 3035,079 ns/op
Iteration  41: 3022,467 ns/op
Iteration  42: 3026,698 ns/op
Iteration  43: 3083,258 ns/op
Iteration  44: 3097,741 ns/op
Iteration  45: 3020,232 ns/op
Iteration  46: 3062,231 ns/op
Iteration  47: 3071,753 ns/op
Iteration  48: 3029,124 ns/op
Iteration  49: 3038,204 ns/op
Iteration  50: 3043,979 ns/op
Iteration  51: 3059,802 ns/op
Iteration  52: 3058,190 ns/op
Iteration  53: 3027,007 ns/op
Iteration  54: 3037,413 ns/op
Iteration  55: 3024,837 ns/op
Iteration  56: 3027,509 ns/op
Iteration  57: 3053,420 ns/op
Iteration  58: 3028,111 ns/op
Iteration  59: 3050,497 ns/op
Iteration  60: 3034,324 ns/op
Iteration  61: 3054,179 ns/op
Iteration  62: 3045,642 ns/op
Iteration  63: 3024,977 ns/op
Iteration  64: 3027,186 ns/op
Iteration  65: 3057,694 ns/op
Iteration  66: 3049,440 ns/op
Iteration  67: 3023,681 ns/op
Iteration  68: 3030,883 ns/op
Iteration  69: 3096,297 ns/op
Iteration  70: 3031,283 ns/op
Iteration  71: 3039,658 ns/op
Iteration  72: 3083,639 ns/op
Iteration  73: 3019,405 ns/op
Iteration  74: 3024,872 ns/op
Iteration  75: 3026,105 ns/op
Iteration  76: 3019,411 ns/op
Iteration  77: 3022,216 ns/op
Iteration  78: 3092,339 ns/op
Iteration  79: 3038,337 ns/op
Iteration  80: 3027,015 ns/op
Iteration  81: 3032,827 ns/op
Iteration  82: 3043,795 ns/op
Iteration  83: 3129,309 ns/op
Iteration  84: 3057,953 ns/op
Iteration  85: 3050,485 ns/op
Iteration  86: 3025,310 ns/op
Iteration  87: 3041,523 ns/op
Iteration  88: 3039,073 ns/op
Iteration  89: 3078,527 ns/op
Iteration  90: 3024,513 ns/op
Iteration  91: 3033,519 ns/op
Iteration  92: 3024,052 ns/op
Iteration  93: 3032,169 ns/op
Iteration  94: 3061,441 ns/op
Iteration  95: 3037,851 ns/op
Iteration  96: 3028,229 ns/op
Iteration  97: 3069,673 ns/op
Iteration  98: 3031,108 ns/op
Iteration  99: 3013,686 ns/op
Iteration 100: 3014,995 ns/op


Result "dev.jgardo.jackson.benchmark.LambdaBenchmark.benchmark":
  3044,856 ±(99.9%) 8,536 ns/op [Average]
  (min, avg, max) = (3013,686, 3044,856, 3139,889), stdev = 25,169
  CI (99.9%): [3036,320, 3053,392] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                     (className)            (fileName)  Mode  Cnt     Score   Error  Units
LambdaBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-20.json  avgt  100  3044,856 ± 8,536  ns/op

Using:

java: 8.0.232-zulu
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b18
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-zulu/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 395,568 ns/op
# Warmup Iteration   2: 371,756 ns/op
# Warmup Iteration   3: 370,329 ns/op
Iteration   1: 368,490 ns/op
Iteration   2: 375,041 ns/op
Iteration   3: 370,956 ns/op
Iteration   4: 374,120 ns/op
Iteration   5: 367,936 ns/op
Iteration   6: 368,725 ns/op
Iteration   7: 368,462 ns/op
Iteration   8: 368,804 ns/op
Iteration   9: 368,937 ns/op
Iteration  10: 369,995 ns/op
Iteration  11: 368,645 ns/op
Iteration  12: 368,609 ns/op
Iteration  13: 368,362 ns/op
Iteration  14: 368,445 ns/op
Iteration  15: 368,134 ns/op
Iteration  16: 369,106 ns/op
Iteration  17: 368,270 ns/op
Iteration  18: 368,714 ns/op
Iteration  19: 370,546 ns/op
Iteration  20: 369,752 ns/op
Iteration  21: 368,497 ns/op
Iteration  22: 372,630 ns/op
Iteration  23: 367,947 ns/op
Iteration  24: 368,948 ns/op
Iteration  25: 367,894 ns/op
Iteration  26: 370,102 ns/op
Iteration  27: 371,267 ns/op
Iteration  28: 369,818 ns/op
Iteration  29: 368,924 ns/op
Iteration  30: 369,369 ns/op
Iteration  31: 370,785 ns/op
Iteration  32: 368,437 ns/op
Iteration  33: 369,455 ns/op
Iteration  34: 369,300 ns/op
Iteration  35: 370,392 ns/op
Iteration  36: 370,132 ns/op
Iteration  37: 368,891 ns/op
Iteration  38: 370,368 ns/op
Iteration  39: 368,280 ns/op
Iteration  40: 372,810 ns/op
Iteration  41: 376,278 ns/op
Iteration  42: 368,010 ns/op
Iteration  43: 368,091 ns/op
Iteration  44: 368,238 ns/op
Iteration  45: 370,097 ns/op
Iteration  46: 369,597 ns/op
Iteration  47: 372,981 ns/op
Iteration  48: 370,637 ns/op
Iteration  49: 367,943 ns/op
Iteration  50: 367,762 ns/op
Iteration  51: 369,171 ns/op
Iteration  52: 369,935 ns/op
Iteration  53: 368,534 ns/op
Iteration  54: 368,334 ns/op
Iteration  55: 368,697 ns/op
Iteration  56: 368,142 ns/op
Iteration  57: 370,553 ns/op
Iteration  58: 368,049 ns/op
Iteration  59: 371,070 ns/op
Iteration  60: 368,523 ns/op
Iteration  61: 370,530 ns/op
Iteration  62: 368,331 ns/op
Iteration  63: 369,309 ns/op
Iteration  64: 369,389 ns/op
Iteration  65: 369,977 ns/op
Iteration  66: 369,038 ns/op
Iteration  67: 367,762 ns/op
Iteration  68: 372,374 ns/op
Iteration  69: 369,254 ns/op
Iteration  70: 367,652 ns/op
Iteration  71: 369,770 ns/op
Iteration  72: 370,121 ns/op
Iteration  73: 368,136 ns/op
Iteration  74: 368,268 ns/op
Iteration  75: 367,938 ns/op
Iteration  76: 368,390 ns/op
Iteration  77: 372,134 ns/op
Iteration  78: 367,840 ns/op
Iteration  79: 368,475 ns/op
Iteration  80: 367,768 ns/op
Iteration  81: 368,412 ns/op
Iteration  82: 370,399 ns/op
Iteration  83: 368,951 ns/op
Iteration  84: 368,814 ns/op
Iteration  85: 368,859 ns/op
Iteration  86: 369,867 ns/op
Iteration  87: 368,885 ns/op
Iteration  88: 370,220 ns/op
Iteration  89: 370,768 ns/op
Iteration  90: 368,086 ns/op
Iteration  91: 374,765 ns/op
Iteration  92: 369,226 ns/op
Iteration  93: 368,403 ns/op
Iteration  94: 372,253 ns/op
Iteration  95: 368,348 ns/op
Iteration  96: 368,648 ns/op
Iteration  97: 367,887 ns/op
Iteration  98: 367,933 ns/op
Iteration  99: 368,649 ns/op
Iteration 100: 368,407 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  369,452 ±(99.9%) 0,572 ns/op [Average]
  (min, avg, max) = (367,652, 369,452, 376,278), stdev = 1,688
  CI (99.9%): [368,879, 370,024] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                             (className)                     (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-2.json  avgt  100  369,452 ± 0,572  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b18
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-zulu/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-6.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 911,908 ns/op
# Warmup Iteration   2: 870,831 ns/op
# Warmup Iteration   3: 872,668 ns/op
Iteration   1: 864,110 ns/op
Iteration   2: 863,858 ns/op
Iteration   3: 865,724 ns/op
Iteration   4: 886,932 ns/op
Iteration   5: 882,135 ns/op
Iteration   6: 863,276 ns/op
Iteration   7: 866,876 ns/op
Iteration   8: 863,756 ns/op
Iteration   9: 864,010 ns/op
Iteration  10: 862,470 ns/op
Iteration  11: 862,683 ns/op
Iteration  12: 863,590 ns/op
Iteration  13: 864,142 ns/op
Iteration  14: 871,979 ns/op
Iteration  15: 866,326 ns/op
Iteration  16: 875,465 ns/op
Iteration  17: 868,570 ns/op
Iteration  18: 870,553 ns/op
Iteration  19: 875,251 ns/op
Iteration  20: 876,237 ns/op
Iteration  21: 869,010 ns/op
Iteration  22: 868,274 ns/op
Iteration  23: 872,034 ns/op
Iteration  24: 868,955 ns/op
Iteration  25: 865,773 ns/op
Iteration  26: 866,246 ns/op
Iteration  27: 866,756 ns/op
Iteration  28: 866,122 ns/op
Iteration  29: 868,767 ns/op
Iteration  30: 867,226 ns/op
Iteration  31: 868,124 ns/op
Iteration  32: 867,314 ns/op
Iteration  33: 873,719 ns/op
Iteration  34: 865,568 ns/op
Iteration  35: 867,724 ns/op
Iteration  36: 869,687 ns/op
Iteration  37: 875,151 ns/op
Iteration  38: 865,931 ns/op
Iteration  39: 875,346 ns/op
Iteration  40: 868,528 ns/op
Iteration  41: 870,412 ns/op
Iteration  42: 870,823 ns/op
Iteration  43: 865,970 ns/op
Iteration  44: 870,155 ns/op
Iteration  45: 871,401 ns/op
Iteration  46: 868,915 ns/op
Iteration  47: 871,869 ns/op
Iteration  48: 867,743 ns/op
Iteration  49: 872,634 ns/op
Iteration  50: 873,776 ns/op
Iteration  51: 867,012 ns/op
Iteration  52: 865,113 ns/op
Iteration  53: 868,236 ns/op
Iteration  54: 866,499 ns/op
Iteration  55: 872,687 ns/op
Iteration  56: 880,340 ns/op
Iteration  57: 869,727 ns/op
Iteration  58: 866,940 ns/op
Iteration  59: 866,472 ns/op
Iteration  60: 865,653 ns/op
Iteration  61: 870,364 ns/op
Iteration  62: 867,323 ns/op
Iteration  63: 865,120 ns/op
Iteration  64: 871,333 ns/op
Iteration  65: 871,991 ns/op
Iteration  66: 874,758 ns/op
Iteration  67: 871,017 ns/op
Iteration  68: 866,745 ns/op
Iteration  69: 865,516 ns/op
Iteration  70: 870,660 ns/op
Iteration  71: 874,725 ns/op
Iteration  72: 866,265 ns/op
Iteration  73: 876,517 ns/op
Iteration  74: 865,266 ns/op
Iteration  75: 881,397 ns/op
Iteration  76: 867,044 ns/op
Iteration  77: 874,301 ns/op
Iteration  78: 868,037 ns/op
Iteration  79: 866,784 ns/op
Iteration  80: 869,982 ns/op
Iteration  81: 868,483 ns/op
Iteration  82: 867,206 ns/op
Iteration  83: 875,755 ns/op
Iteration  84: 874,755 ns/op
Iteration  85: 869,902 ns/op
Iteration  86: 874,130 ns/op
Iteration  87: 865,024 ns/op
Iteration  88: 864,641 ns/op
Iteration  89: 866,723 ns/op
Iteration  90: 865,396 ns/op
Iteration  91: 871,853 ns/op
Iteration  92: 865,862 ns/op
Iteration  93: 868,181 ns/op
Iteration  94: 873,545 ns/op
Iteration  95: 870,301 ns/op
Iteration  96: 870,663 ns/op
Iteration  97: 865,675 ns/op
Iteration  98: 867,444 ns/op
Iteration  99: 868,993 ns/op
Iteration 100: 865,982 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  869,322 ±(99.9%) 1,515 ns/op [Average]
  (min, avg, max) = (862,470, 869,322, 886,932), stdev = 4,466
  CI (99.9%): [867,808, 870,837] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                             (className)                     (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-6.json  avgt  100  869,322 ± 1,515  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b18
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-zulu/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-10.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1290,476 ns/op
# Warmup Iteration   2: 1177,833 ns/op
# Warmup Iteration   3: 1198,614 ns/op
Iteration   1: 1196,554 ns/op
Iteration   2: 1185,354 ns/op
Iteration   3: 1183,812 ns/op
Iteration   4: 1189,439 ns/op
Iteration   5: 1187,193 ns/op
Iteration   6: 1193,385 ns/op
Iteration   7: 1196,155 ns/op
Iteration   8: 1186,126 ns/op
Iteration   9: 1187,690 ns/op
Iteration  10: 1187,007 ns/op
Iteration  11: 1193,890 ns/op
Iteration  12: 1190,021 ns/op
Iteration  13: 1194,680 ns/op
Iteration  14: 1208,139 ns/op
Iteration  15: 1194,291 ns/op
Iteration  16: 1197,333 ns/op
Iteration  17: 1198,127 ns/op
Iteration  18: 1190,071 ns/op
Iteration  19: 1197,183 ns/op
Iteration  20: 1186,714 ns/op
Iteration  21: 1191,056 ns/op
Iteration  22: 1189,611 ns/op
Iteration  23: 1190,205 ns/op
Iteration  24: 1189,941 ns/op
Iteration  25: 1193,049 ns/op
Iteration  26: 1190,897 ns/op
Iteration  27: 1197,394 ns/op
Iteration  28: 1189,902 ns/op
Iteration  29: 1188,868 ns/op
Iteration  30: 1200,215 ns/op
Iteration  31: 1188,435 ns/op
Iteration  32: 1188,901 ns/op
Iteration  33: 1186,781 ns/op
Iteration  34: 1190,103 ns/op
Iteration  35: 1199,251 ns/op
Iteration  36: 1188,383 ns/op
Iteration  37: 1191,832 ns/op
Iteration  38: 1195,768 ns/op
Iteration  39: 1195,447 ns/op
Iteration  40: 1187,810 ns/op
Iteration  41: 1188,263 ns/op
Iteration  42: 1186,106 ns/op
Iteration  43: 1194,795 ns/op
Iteration  44: 1189,209 ns/op
Iteration  45: 1188,866 ns/op
Iteration  46: 1191,883 ns/op
Iteration  47: 1187,549 ns/op
Iteration  48: 1185,667 ns/op
Iteration  49: 1190,123 ns/op
Iteration  50: 1207,938 ns/op
Iteration  51: 1184,435 ns/op
Iteration  52: 1204,724 ns/op
Iteration  53: 1198,142 ns/op
Iteration  54: 1187,042 ns/op
Iteration  55: 1191,559 ns/op
Iteration  56: 1192,184 ns/op
Iteration  57: 1185,094 ns/op
Iteration  58: 1190,148 ns/op
Iteration  59: 1187,042 ns/op
Iteration  60: 1184,895 ns/op
Iteration  61: 1188,850 ns/op
Iteration  62: 1192,467 ns/op
Iteration  63: 1196,620 ns/op
Iteration  64: 1187,484 ns/op
Iteration  65: 1212,165 ns/op
Iteration  66: 1191,536 ns/op
Iteration  67: 1212,971 ns/op
Iteration  68: 1188,325 ns/op
Iteration  69: 1186,359 ns/op
Iteration  70: 1190,127 ns/op
Iteration  71: 1189,923 ns/op
Iteration  72: 1188,298 ns/op
Iteration  73: 1194,004 ns/op
Iteration  74: 1192,922 ns/op
Iteration  75: 1188,320 ns/op
Iteration  76: 1191,206 ns/op
Iteration  77: 1195,228 ns/op
Iteration  78: 1187,592 ns/op
Iteration  79: 1191,079 ns/op
Iteration  80: 1195,342 ns/op
Iteration  81: 1186,381 ns/op
Iteration  82: 1185,681 ns/op
Iteration  83: 1188,196 ns/op
Iteration  84: 1187,270 ns/op
Iteration  85: 1203,259 ns/op
Iteration  86: 1186,935 ns/op
Iteration  87: 1190,253 ns/op
Iteration  88: 1188,013 ns/op
Iteration  89: 1201,745 ns/op
Iteration  90: 1188,133 ns/op
Iteration  91: 1195,674 ns/op
Iteration  92: 1189,329 ns/op
Iteration  93: 1190,555 ns/op
Iteration  94: 1189,403 ns/op
Iteration  95: 1184,329 ns/op
Iteration  96: 1187,314 ns/op
Iteration  97: 1192,600 ns/op
Iteration  98: 1189,894 ns/op
Iteration  99: 1185,730 ns/op
Iteration 100: 1195,260 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1191,595 ±(99.9%) 1,963 ns/op [Average]
  (min, avg, max) = (1183,812, 1191,595, 1212,971), stdev = 5,789
  CI (99.9%): [1189,631, 1193,558] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                             (className)                      (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Primitives  /primitives/primitives-10.json  avgt  100  1191,595 ± 1,963  ns/op
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b18
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-zulu/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
